r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,ep_ffi,ep_bf1b1,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
25.0,100,261.021186,0.25,0.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,698.21,4.0,34.6,0.75,0.56
41.784306,100,264.071517,0.5,3.0,41.78,0.08,92.0,8.0,92.0,0.0,0.0,0.0,556.2,2.87,31.85,0.5,0.66
-8.862806,100,267.352188,0.28,1.0,-8.86,0.33,67.0,33.0,67.0,0.0,0.0,0.0,633.96,1.12,24.76,0.72,0.94
-10.094131,100,270.139194,0.31,0.0,-10.09,0.31,69.0,31.0,69.0,0.0,0.0,0.0,475.54,1.0,22.65,0.69,0.98
26.689507,100,272.919424,0.25,1.0,26.69,0.0,100.0,0.0,100.0,0.0,0.0,0.0,621.35,3.97,35.71,0.75,0.99
16.25,100,275.590493,0.25,1.0,16.25,0.07,93.0,7.0,93.0,0.0,0.0,0.0,638.7,2.0,36.86,0.75,0.97
19.890621,100,278.684819,-1.0,3.0,19.89,0.05,95.0,5.0,95.0,0.0,0.0,0.0,535.73,1.98,38.32,0.74,0.92
28.242342,100,281.799615,0.26,3.0,28.24,0.0,100.0,0.0,100.0,0.0,0.0,0.0,617.0,3.96,40.07,0.74,1.05
43.67695,100,285.040134,0.44,1.0,43.68,0.0,100.0,0.0,100.0,0.0,0.0,0.0,465.52,11.8,16.16,0.56,0.99
-11.25,100,287.773728,-1.0,1.0,-11.25,0.29,71.0,29.0,71.0,0.0,0.0,0.0,625.6,1.0,22.06,0.75,0.98
35.484016,100,289.461914,0.3,2.0,35.48,0.0,100.0,0.0,100.0,0.0,0.0,0.0,574.54,15.92,10.64,0.7,0.91
26.929712,100,291.620266,0.29,2.0,26.93,0.03,97.0,3.0,97.0,0.0,0.0,0.0,519.83,2.58,33.53,0.71,0.51
21.19325,100,293.319336,0.26,1.0,21.19,0.06,94.0,6.0,94.0,0.0,0.0,0.0,440.71,2.3,38.49,0.74,0.66
21.255919,100,295.854379,0.47,1.0,21.26,0.19,81.0,19.0,81.0,0.0,0.0,0.0,646.93,4.12,27.6,0.53,0.41
25.0,100,297.612223,0.25,0.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,578.61,4.0,39.44,0.75,0.99
44.853165,100,300.070734,0.42,0.0,44.85,0.02,98.0,2.0,98.0,0.0,0.0,0.0,742.17,2.0,35.19,0.58,0.67
25.0,100,302.53683,0.25,3.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,750.0,16.0,7.98,0.75,0.86
25.800522,100,305.279804,0.25,3.0,25.8,0.0,100.0,0.0,100.0,0.0,0.0,0.0,681.09,15.88,7.54,0.75,0.92
-15.0,100,306.942407,0.25,0.0,-15.0,0.32,68.0,32.0,68.0,0.0,0.0,0.0,730.41,1.0,20.53,0.75,0.83
21.759066,100,309.077052,0.26,3.0,21.76,0.03,97.0,3.0,97.0,0.0,0.0,0.0,540.16,3.94,39.44,0.74,0.33
37.41779,100,311.03149,0.45,2.0,37.42,0.0,100.0,0.0,100.0,0.0,0.0,0.0,570.54,11.05,21.1,0.55,0.77
25.0,100,312.986943,0.25,1.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,657.96,4.0,34.82,0.75,0.72
20.0,100,315.021972,0.25,3.0,20.0,0.04,96.0,4.0,96.0,0.0,0.0,0.0,427.67,2.0,31.77,0.75,0.52
25.0,100,316.78202,0.25,2.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,560.5,16.0,7.98,0.75,0.36
40.495216,100,319.195157,0.35,1.0,40.5,0.0,100.0,0.0,100.0,0.0,0.0,0.0,626.62,7.87,20.35,0.65,0.59
-9.358683,100,321.713876,0.26,0.0,-9.36,0.29,71.0,29.0,71.0,0.0,0.0,0.0,465.41,1.21,23.98,0.74,0.5
23.381065,100,323.836523,0.26,3.0,23.38,0.03,97.0,3.0,97.0,0.0,0.0,0.0,477.62,2.02,32.92,0.74,0.77
41.903603,100,326.114058,0.45,0.0,41.9,0.02,98.0,2.0,98.0,0.0,0.0,0.0,671.82,5.3,26.5,0.55,0.84
26.86309,100,327.982469,0.26,0.0,26.86,0.0,100.0,0.0,100.0,0.0,0.0,0.0,608.5,7.86,18.6,0.74,0.81
33.487995,100,329.954683,0.3,1.0,33.49,0.0,100.0,0.0,100.0,0.0,0.0,0.0,650.35,15.38,10.49,0.7,0.5
24.520561,100,331.845258,0.27,2.0,24.52,0.05,95.0,5.0,95.0,0.0,0.0,0.0,566.31,2.17,36.55,0.73,0.59
29.501139,100,333.573238,0.26,3.0,29.5,0.0,100.0,0.0,100.0,0.0,0.0,0.0,600.38,15.7,9.01,0.74,0.56
25.0,100,334.977602,0.25,3.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,578.9,4.0,34.57,0.75,0.38
-3.646502,100,337.078806,0.38,0.0,-3.65,0.28,72.0,28.0,72.0,0.0,0.0,0.0,654.9,3.92,19.58,0.62,0.35
25.0,100,338.641929,0.25,3.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,737.76,16.0,9.14,0.75,0.71
25.0,100,340.837445,0.25,0.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,534.34,8.0,18.39,0.75,0.62
17.5,100,342.846256,0.25,3.0,17.5,0.06,94.0,6.0,94.0,0.0,0.0,0.0,519.39,2.0,31.84,0.75,0.51
40.28694,100,344.674574,0.36,3.0,40.29,0.0,100.0,0.0,100.0,0.0,0.0,0.0,568.33,6.78,20.08,0.64,0.73
22.124273,100,346.844182,0.57,2.0,22.12,0.2,80.0,20.0,80.0,0.0,0.0,0.0,613.67,4.59,23.05,0.43,0.45
47.030624,100,349.162706,0.58,2.0,47.03,0.06,94.0,6.0,94.0,0.0,0.0,0.0,443.83,2.84,37.83,0.42,0.75
17.85605,100,350.521724,0.26,0.0,17.86,0.08,92.0,8.0,92.0,0.0,0.0,0.0,645.38,2.02,30.17,0.74,0.63
28.034117,100,352.925992,0.29,1.0,28.03,0.0,100.0,0.0,100.0,0.0,0.0,0.0,581.66,15.16,10.47,0.71,0.5
27.274979,100,355.43855,0.5,1.0,27.27,0.21,79.0,21.0,79.0,0.0,0.0,0.0,571.26,1.46,28.76,0.5,0.87
25.0,100,357.497531,0.25,1.0,25.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,616.44,4.0,39.81,0.75,0.52
