episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
283,68.4,0.0,100.0,316.7,4.0,39.02,0.75,0.07
284,61.98,0.0,100.0,380.85,5.2,26.2,0.55,0.07
285,72.56,0.0,100.0,275.15,2.36,37.64,0.7,0.07
286,70.35,0.0,100.0,297.2,3.87,30.67,0.51,0.07
287,48.21,0.0,100.0,518.36,16.0,9.17,0.75,0.07
288,72.63,0.0,100.0,274.44,8.0,19.88,0.75,0.08
289,44.51,0.0,100.0,555.32,1.26,38.85,0.58,0.07
290,68.76,0.0,100.0,313.09,6.85,24.25,0.49,0.08
291,53.92,0.0,100.0,461.31,4.0,39.11,0.75,0.08
292,41.69,0.0,100.0,583.5,2.54,29.11,0.58,0.1
293,75.03,0.0,100.0,250.41,4.0,42.14,0.75,0.07
294,42.2,0.0,100.0,578.44,5.2,25.02,0.55,0.08
295,47.14,0.0,100.0,529.04,8.0,19.2,0.75,0.07
296,68.04,0.0,100.0,320.27,16.0,10.18,0.75,0.07
297,86.8,0.0,100.0,132.82,4.0,39.55,0.75,0.07
298,40.44,0.0,100.0,595.99,1.93,39.36,0.54,0.08
299,79.7,0.0,100.0,203.84,4.0,43.01,0.75,0.07
300,38.33,0.0,100.0,617.13,1.72,34.4,0.6,0.07
301,55.95,0.0,100.0,441.06,2.12,41.81,0.7,0.08
302,48.16,0.0,100.0,518.85,2.1,40.07,0.71,0.07
303,42.35,0.0,100.0,576.89,4.0,35.68,0.75,0.07
304,73.8,0.0,100.0,262.77,4.0,40.4,0.75,0.07
305,72.66,0.0,100.0,274.1,1.9,37.55,0.55,0.07
306,50.26,0.0,100.0,497.93,2.24,36.34,0.71,0.07
307,56.01,0.0,100.0,440.49,2.7,37.8,0.71,0.07
308,45.29,0.0,100.0,547.58,1.29,38.41,0.54,0.08
309,81.77,0.0,100.0,183.14,4.0,39.49,0.75,0.07
310,51.15,0.0,100.0,489.04,4.0,39.4,0.75,0.08
311,76.02,0.0,100.0,240.57,3.54,31.59,0.67,0.09
312,70.63,0.0,100.0,294.4,4.0,40.48,0.75,0.07
313,62.64,0.0,100.0,374.23,2.16,42.76,0.69,0.08
314,64.02,0.0,100.0,360.46,3.31,29.94,0.52,0.07
315,35.23,0.0,100.0,648.08,2.84,36.8,0.7,0.07
316,77.83,0.0,100.0,222.52,4.0,39.75,0.75,0.07
317,78.86,0.0,100.0,212.17,4.0,39.21,0.75,0.06
318,68.94,0.0,100.0,311.32,1.52,40.8,0.45,0.07
319,58.39,0.0,100.0,416.65,2.18,36.83,0.73,0.07
320,62.0,0.0,100.0,380.61,2.1,39.23,0.71,0.07
321,44.11,0.0,100.0,559.38,4.9,26.04,0.58,0.07
322,47.73,0.0,100.0,523.19,2.1,41.76,0.71,0.08
323,43.13,0.0,100.0,569.15,3.26,28.48,0.67,0.08
324,69.54,0.0,100.0,305.32,8.0,22.46,0.75,0.07
325,66.61,0.08,92.0,363.56,2.0,41.06,0.75,0.07
326,34.66,0.0,100.0,653.77,8.0,19.01,0.75,0.07
327,58.92,0.0,100.0,411.41,2.7,37.89,0.68,0.07
328,55.74,0.0,100.0,443.2,4.0,38.07,0.75,0.07
329,45.72,0.0,100.0,543.26,1.77,37.59,0.49,0.06
330,45.03,0.0,100.0,550.15,4.0,38.33,0.75,0.07
331,70.91,0.0,100.0,291.61,1.73,34.71,0.51,0.08
332,72.21,0.0,100.0,278.59,4.0,39.16,0.75,0.07
333,83.38,0.0,100.0,167.04,2.36,35.35,0.7,0.08
334,69.67,0.0,100.0,303.99,1.78,38.73,0.56,0.07
335,61.62,0.0,100.0,384.4,1.5,34.97,0.53,0.08
336,46.12,0.0,100.0,539.25,2.36,41.22,0.7,0.07
337,66.6,0.0,100.0,334.64,2.18,40.45,0.73,0.08
338,55.03,0.0,100.0,450.22,4.0,40.12,0.75,0.08
339,70.2,0.0,100.0,298.69,1.64,33.58,0.56,0.07
340,53.33,0.0,100.0,467.22,2.1,40.84,0.71,0.07
341,62.43,0.0,100.0,376.34,4.0,36.79,0.75,0.07
342,68.47,0.0,100.0,315.94,3.38,31.57,0.52,0.07
343,41.39,0.0,100.0,586.55,2.42,39.05,0.7,0.07
344,66.94,0.0,100.0,331.23,2.56,40.06,0.68,0.09
345,53.55,0.0,100.0,465.05,4.0,42.32,0.75,0.06
346,65.82,0.0,100.0,342.41,4.0,35.32,0.75,0.07
347,56.62,0.0,100.0,434.36,2.16,37.76,0.69,0.07
348,32.05,0.0,100.0,679.81,4.0,36.24,0.75,0.07
349,73.23,0.0,100.0,268.38,6.85,20.3,0.51,0.07
350,69.73,0.0,100.0,303.36,2.42,41.27,0.73,0.08
351,59.86,0.0,100.0,401.96,3.66,30.27,0.51,0.07
352,75.21,0.0,100.0,248.69,4.0,37.8,0.75,0.06
353,53.02,0.0,100.0,470.33,2.17,42.11,0.51,0.08
354,50.22,0.0,100.0,498.32,5.65,23.62,0.44,0.08
355,42.95,0.0,100.0,570.98,1.35,38.53,0.53,0.06
356,66.91,0.0,100.0,331.57,2.18,33.79,0.73,0.07
357,49.45,0.0,100.0,506.0,4.0,41.16,0.75,0.07
358,54.81,0.0,100.0,452.45,2.12,41.48,0.7,0.07
359,48.51,0.0,100.0,515.36,2.1,39.39,0.71,0.09
360,43.3,0.0,100.0,567.4,8.0,18.97,0.75,0.1
361,59.52,0.0,100.0,405.36,2.84,36.01,0.7,0.31
362,37.69,0.0,100.0,623.46,1.41,40.47,0.53,0.35
363,44.28,0.0,100.0,557.62,4.0,34.0,0.75,0.34
364,54.59,0.0,100.0,454.68,2.18,35.08,0.72,0.32
365,49.65,0.0,100.0,503.99,4.0,39.23,0.75,0.2
366,38.34,0.0,100.0,616.96,1.93,39.29,0.52,0.26
367,76.73,0.0,100.0,233.48,5.5,28.71,0.56,0.14
368,51.5,0.0,100.0,485.52,2.14,40.62,0.69,0.11
369,39.33,0.0,100.0,607.13,2.7,35.56,0.71,0.11
370,63.67,0.0,100.0,363.97,8.0,20.31,0.75,0.1
371,68.1,0.0,100.0,319.7,4.0,36.71,0.75,0.25
372,41.89,0.0,100.0,581.49,4.0,41.18,0.75,0.13
373,45.66,0.0,100.0,543.86,1.87,40.96,0.56,0.23
374,66.22,0.0,100.0,338.46,2.7,36.23,0.71,0.24
375,48.61,0.0,100.0,514.34,4.0,38.25,0.75,0.12
376,71.93,0.0,100.0,281.42,2.3,35.56,0.71,0.13
377,47.37,0.0,100.0,526.79,2.56,33.79,0.72,0.15
378,43.94,0.0,100.0,561.07,8.0,19.25,0.75,0.19
379,66.96,0.0,100.0,331.06,2.7,38.16,0.71,0.13
380,66.27,0.0,100.0,337.97,2.7,33.77,0.7,0.12
381,54.83,0.0,100.0,452.24,2.14,37.6,0.51,0.13
382,56.07,0.0,100.0,439.87,2.84,35.77,0.71,0.25
383,51.9,0.0,100.0,481.56,16.0,10.26,0.75,0.13
384,58.16,0.0,100.0,418.96,2.42,36.77,0.72,0.1
385,85.03,0.0,100.0,150.58,3.24,32.88,0.53,0.09
386,54.11,0.0,100.0,459.42,4.0,42.3,0.75,0.14
387,68.86,0.0,100.0,312.1,16.0,9.55,0.75,0.09
388,54.26,0.0,100.0,457.96,2.06,37.31,0.72,0.09
389,59.67,0.0,100.0,403.94,4.0,34.73,0.75,0.09
390,61.07,0.0,100.0,389.88,3.38,28.1,0.53,0.08
391,40.04,0.0,100.0,600.02,2.41,42.6,0.56,0.09
392,64.73,0.0,100.0,353.34,8.0,19.96,0.75,0.09
393,58.18,0.0,100.0,418.78,2.56,32.6,0.72,0.09
394,63.08,0.0,100.0,369.82,1.42,38.76,0.49,0.11
395,57.36,0.0,100.0,426.94,8.0,17.91,0.75,0.14
396,49.3,0.0,100.0,507.49,2.24,37.88,0.72,0.09
397,49.17,0.0,100.0,508.83,2.89,24.44,0.55,0.1
398,68.23,0.0,100.0,318.43,4.0,36.86,0.75,0.12
399,85.76,0.0,100.0,143.3,2.7,33.68,0.68,0.1
400,57.71,0.0,100.0,423.49,4.0,35.54,0.75,0.12
401,42.4,0.0,100.0,576.44,8.0,20.75,0.75,0.14
